Time,UserID,LocationX,LocationY,RSRP1,RSRQ1,RSRP2,RSRQ2,RSRP3,RSRQ3,RSRP4,RSRQ4,Label
3.2,71,332.3232546038,34.7194897901,-58.2725746835,-3.6108184021,-70.6657303405,-16.0039740591,-77.1705053133,-22.5087490319,-77.327938579,-22.6661822976,0
3.2,72,319.1412407101,-50.5070750385,-60.0638522168,-3.7957064336,-72.2198716777,-15.9517258945,-75.3694046268,-19.1012588436,-77.2444398039,-20.9762940206,0
3.2,73,222.6858973061,655.4331914704,-65.5036734478,-5.8084919069,-70.0376787653,-10.3424972244,-72.7357341193,-13.0405525784,-75.8976673514,-16.2024858105,0
3.2,74,582.3684386347,741.9384533604,-65.3075728106,-5.8927144217,-69.9112434272,-10.4963850384,-73.0163059054,-13.6014475166,-73.3187285552,-13.9038701664,0
3.2,75,990.7045706591,27.4287439426,-65.5777622807,-4.8709911905,-71.8023417907,-11.0955707005,-75.1412691829,-14.4344980927,-77.5646308045,-16.8578597142,0
3.2,76,763.0396801765,333.5471395919,-67.640079466,-7.4766842472,-69.6568277831,-9.4934325643,-70.730545948,-10.5671507292,-74.5862681254,-14.4228729066,0
3.2,77,363.1306658916,296.9116970645,-63.8589499771,-5.2334562858,-70.5605538408,-11.9350601495,-72.6753731215,-14.0498794302,-74.3920643288,-15.7665706375,0
3.2,78,305.0965694147,256.9943734239,-66.8631268571,-6.8102570234,-70.6394948582,-10.5866250245,-71.0577170763,-11.0048472425,-74.1150948396,-14.0622250058,0
3.2,79,-88.8656432472,395.899566434,-61.839269926,-4.2293231649,-72.4378995308,-14.8279527697,-73.0727948982,-15.4628481371,-73.5291319837,-15.9191852226,0
3.2,80,559.6893137443,932.8642841736,-68.0391513982,-7.3723058273,-68.2297321579,-7.562886587,-74.6019088631,-13.9350632922,-75.0174210058,-14.3505754349,0
3.2,81,424.1849699909,638.5845979736,-64.854126294,-5.5632587819,-71.425466649,-12.1345991368,-72.8052758311,-13.514408319,-73.8457288832,-14.554861371,0
3.2,82,1109.7004088953,538.0514375657,-65.7388510131,-4.9683459011,-73.7981174871,-13.0276123751,-76.0434159877,-15.2729108758,-76.3601922051,-15.5896870932,0
3.2,83,80.3010460653,763.799592786,-65.5173582338,-5.0571007344,-73.2616148184,-12.8013573189,-73.3714252775,-12.911167778,-76.3635559115,-15.903298412,0
3.2,84,681.1979516094,153.0921305355,-62.1774536908,-4.520116747,-71.1999789059,-13.5426419621,-71.807828399,-14.1504914551,-76.3733675111,-18.7160305673,0
3.2,85,249.789985474,174.7339591055,-65.000376225,-5.6202143946,-69.2860662947,-9.9059044643,-74.1263568164,-14.746194986,-76.2471554725,-16.8669936421,0
3.2,86,971.9905011341,392.6123319374,-53.4212595988,-3.2459227816,-71.3154848165,-21.1401479994,-73.4808302542,-23.305493437,-73.4873245274,-23.3119877103,0
3.2,87,835.7160998807,1021.6562645231,-71.4978230519,-8.6316421334,-71.6503446838,-8.7841637653,-73.9177871733,-11.0516062548,-73.9267540774,-11.060573159,0
3.2,88,437.6170167621,704.7700039995,-67.3106412891,-7.139937126,-69.8363283705,-9.6656242074,-71.4534775472,-11.2827733842,-74.4192373358,-14.2485331728,0
3.2,89,117.3263328342,210.5709953445,-65.7851696182,-5.4902553533,-72.977389439,-12.6824751741,-73.6667754365,-13.3718611715,-75.0940749723,-14.7991607073,0
3.2,90,1111.2340980119,576.6939372824,-70.1970568517,-7.4899173961,-73.8528678768,-11.1457284212,-74.127028425,-11.4198889693,-74.6258397284,-11.9187002728,0
3.2,91,-34.9689114948,380.7846942272,-53.9879867691,-3.2789025049,-71.4532697876,-20.7441855234,-72.6812467269,-21.9721624627,-73.9880217826,-23.2789375184,0
3.2,92,368.2633833183,290.5255185972,-63.8053204878,-5.1766912032,-70.8885590919,-12.2599298072,-72.5300510208,-13.9014217362,-74.5380524496,-15.9094231649,0
3.2,93,722.3701933308,154.7022455681,-62.7702808144,-4.7424204572,-70.2907986877,-12.2629383305,-72.453925936,-14.4260655788,-75.2768127543,-17.2489523971,0
3.2,94,743.5430899298,1004.3764707618,-62.1682351456,-4.0058286335,-72.4629335324,-14.3005270203,-73.7082423291,-15.545835817,-79.8798782805,-21.7174717684,0
3.2,95,79.9925610388,312.040263404,-68.7729285875,-8.4499515886,-69.5654633651,-9.2424863661,-70.4424207176,-10.1194437187,-73.4563907433,-13.1334137444,0
3.2,96,717.0055355571,90.6195490903,-57.7224329834,-3.6307441368,-70.9046685332,-16.8129796866,-71.6283699039,-17.5366810573,-77.4111477853,-23.3194589387,0
3.2,97,287.0955133357,467.0313009364,-67.2541595001,-7.1215632401,-70.479433534,-10.346837274,-72.9380154048,-12.8054191448,-74.2361974401,-14.1036011801,0
3.2,98,736.1447589531,-70.9003542446,-55.7387063293,-3.3687887815,-71.6917656636,-19.3218481158,-72.8021114182,-20.4321938704,-75.0792103693,-22.7092928215,0
3.2,99,834.7056578748,404.5058275325,-68.3595892812,-8.0502689123,-68.4579567058,-8.1486363369,-73.9896461873,-13.6803258184,-74.5552031402,-14.2458827713,0
3.2,100,671.3552377861,902.7305724031,-60.4006124247,-4.1551569097,-70.3154758725,-14.0700203576,-72.924110008,-16.678654493,-73.3542025183,-17.1087470034,0
3.2,101,206.4103883503,515.8967730325,-66.1338203183,-6.3897137036,-69.9949822641,-10.2508756494,-72.0182128302,-12.2741062155,-73.6899313678,-13.9458247531,0
3.2,102,648.8090299894,677.1589063868,-64.6163175449,-5.4091736379,-72.0389660363,-12.8318221293,-72.2732192158,-13.0660753089,-75.2689508945,-16.0618069876,0
3.2,103,458.4578145344,503.8515802339,-56.8503086408,-3.6065895558,-71.1952227115,-17.9515036266,-71.3566907032,-18.1129716182,-73.102749234,-19.859030149,0
3.2,104,347.2945222343,196.7213996941,-66.8073828002,-6.4933153702,-72.7257138153,-12.4116463853,-73.2228358787,-12.9087684486,-73.5606286569,-13.2465612268,0
3.2,105,659.3529305454,526.6536204369,-65.4432414888,-6.153728757,-69.299866348,-10.0103536162,-73.3262639321,-14.0367512002,-73.4966403298,-14.2071275979,0
3.4,1,1177.9801075868,105.3811380828,-71.1555092999,-6.5719184061,-76.8394988762,-12.2559079824,-77.2588173147,-12.675226421,-77.5425551483,-12.9589642545,0
3.4,2,-31.2054676273,77.5473073319,-70.3808909952,-7.3776608449,-71.70519008,-8.7019599297,-75.4664190603,-12.46318891,-76.4436297777,-13.4403996274,0
3.4,3,551.141739942,99.2359126726,-67.4605259295,-7.3904238207,-68.708010959,-8.6379088502,-71.8742623398,-11.8041602309,-74.0674442479,-13.9973421391,0
3.4,4,1019.9693895109,652.871908576,-68.0026620549,-6.2046092973,-71.9356587816,-10.137606024,-74.1682249126,-12.3701721549,-76.3761235534,-14.5780707958,0
3.4,5,564.3580987351,494.3449902828,-61.3434809264,-4.7814143766,-70.2507370368,-13.6886704871,-71.1072544174,-14.5451878677,-72.3660662489,-15.8039996992,0
3.4,6,710.6712174017,473.1189751164,-64.5114017391,-5.4377539581,-71.1726682173,-12.0990204363,-72.7292027827,-13.6555550017,-74.0502596126,-14.9766118316,0
3.4,7,388.7055629619,49.5340084562,-62.5222096611,-4.494384474,-70.1403955043,-12.1125703172,-75.4775784192,-17.4497532321,-76.802881046,-18.7750558589,0
3.4,8,-19.4572059602,546.8711261705,-60.0642919359,-3.8457524656,-70.5259365414,-14.3073970711,-73.503880446,-17.2853409757,-77.9491200216,-21.7305805513,0
3.4,9,29.0850087829,934.6561961508,-69.5845703652,-6.371422248,-74.4954830394,-11.2823349223,-74.93215611,-11.7190079929,-78.0795441252,-14.8663960081,0
3.4,10,590.9457133151,122.0074167795,-65.3172947197,-5.89931697,-69.88667311,-10.4686953604,-73.0124810604,-13.5945033107,-73.326159543,-13.9081817934,0
3.4,11,34.8399406106,516.8181497184,-64.1950763456,-6.1961044043,-67.5800310409,-9.5810590996,-70.102481615,-12.1035096737,-72.763623377,-14.7646514356,0
3.4,12,336.1586090165,822.9726173933,-58.9678850493,-3.7174634602,-70.513979442,-15.2635578528,-77.1045028938,-21.8540813046,-77.5007000224,-22.2502784333,0
3.4,13,1112.2069357947,981.0234057619,-69.9844279734,-5.4050650535,-76.6299771547,-12.0506142347,-76.8240328906,-12.2446699707,-80.2689176423,-15.6895547224,0
3.4,14,321.1717871474,248.8805708937,-66.6067692464,-6.6038279822,-71.0136982791,-11.0107570149,-71.213354439,-11.2104131748,-73.9469312032,-13.943989939,0
3.4,15,1055.0885689394,688.9371215928,-70.3902802468,-7.6709119215,-71.1103874812,-8.3910191559,-74.8938557712,-12.1744874459,-76.4773220123,-13.757953687,0
3.4,16,757.6668655901,525.7037673145,-67.4231131584,-7.2944810762,-69.9994981347,-9.8708660525,-70.6511866284,-10.5225545462,-74.4432415896,-14.3146095074,0
3.4,17,512.8105524894,431.7140103859,-48.3468885249,-3.1723947556,-68.3436373459,-23.1691435766,-68.3558113192,-23.1813175499,-71.5569034924,-26.3824097231,0
3.4,18,337.9434104955,92.8493705727,-65.9824094907,-6.3776112194,-69.2163383242,-9.6115400529,-73.1449843815,-13.5401861101,-75.6247531757,-16.0199549044,0
3.4,19,136.6322641995,329.5075191983,-66.1974579373,-6.4713979744,-68.8133061424,-9.0872461795,-73.4148671792,-13.6888072163,-73.8820716597,-14.1560116968,0
3.4,20,804.1343124081,123.193613309,-68.2470777022,-8.1508092135,-68.9659561389,-8.8696876502,-70.9868486849,-10.8905801961,-73.2931206587,-13.1968521699,0
3.4,21,227.2105975642,-5.4956093707,-52.3880495999,-3.4298398176,-66.4166312233,-17.458421441,-69.2014616353,-20.2432518531,-72.0673354792,-23.1091256969,0
3.4,22,950.2437340249,789.0022249719,-65.5357607163,-5.2582877728,-70.2008106835,-9.9233377399,-74.8406906486,-14.5632177051,-76.599587866,-16.3221149224,0
3.4,23,61.0332136969,437.8528867753,-53.7316828397,-3.3038047841,-71.3093649373,-20.8814868816,-71.4108229334,-20.9829448778,-73.7911882167,-23.3633101611,0
3.4,24,1163.4288899206,169.6056859292,-71.9085878949,-7.4762097885,-76.0418415128,-11.6094634063,-76.0997268628,-11.6673487563,-77.0684581946,-12.6360800881,0
3.4,25,913.4039363012,2.8785213266,-61.8900761448,-4.0096877921,-71.4748636492,-13.5944752965,-74.1261924753,-16.2458041226,-78.577641757,-20.6972534043,0
3.4,26,796.1249000514,1102.9062702345,-69.8736667441,-6.0760806056,-74.6486271355,-10.851040997,-75.0891332216,-11.291547083,-80.4131632492,-16.6155771107,0
3.4,27,883.4525153326,290.784424366,-63.0981132288,-4.5541367258,-71.0518610274,-12.5078845244,-75.4787078952,-16.9347313922,-76.1577286912,-17.6137521881,0
3.4,28,69.2540304889,596.1971730562,-68.137967401,-7.504878833,-69.2413025957,-8.6082140278,-74.0426270658,-13.4095384979,-74.2201806172,-13.5870920492,0
3.4,29,674.6704557371,521.8232726749,-65.6976675862,-6.2764341598,-69.4165730206,-9.9953395943,-73.0117134544,-13.590480028,-73.4490944389,-14.0278610125,0
3.4,30,488.3058692084,795.842340464,-66.3291864557,-6.2203443485,-71.0681824813,-10.9593403741,-71.4458472389,-11.3370051317,-75.1348711657,-15.0260290585,0
3.4,31,524.8372481001,431.8866822809,-49.9720687467,-3.2674228529,-68.9169634511,-22.2123175573,-69.2872578172,-22.5826119234,-71.4516651286,-24.7470192347,0
3.4,32,1123.8640724003,633.463424589,-73.2492850266,-9.5918324198,-73.3345424437,-9.6770898369,-74.5045860703,-10.8471334634,-74.7836264053,-11.1261737985,0
3.4,33,-26.9464332444,-161.2159078236,-70.1080371507,-6.1035105197,-75.0048732553,-11.0003466242,-76.0433992004,-12.0388725693,-78.7834038014,-14.7788771703,0
3.4,34,-6.8668598169,634.091163089,-65.6946185945,-5.5533108153,-69.4706384709,-9.3293306917,-74.6276035676,-14.4862957885,-76.1890539323,-16.0477461531,0
3.4,35,1228.8876508965,182.4517515186,-72.9278703969,-8.0437263371,-74.1703279783,-9.2861839185,-76.4184152817,-11.5342712219,-77.9581107346,-13.0739666748,0
3.4,36,282.3846889465,279.4214006201,-67.9939751494,-7.8346440768,-69.773158078,-9.6138270054,-69.949877714,-9.7905466413,-74.6395916864,-14.4802606138,0
3.4,37,200.4509826669,746.4025037711,-60.3947166221,-3.8734977383,-71.0564731745,-14.5352542907,-76.8609217166,-20.3397028329,-77.2193008505,-20.6980819667,0
3.4,38,-126.0860717305,842.4283508225,-70.8732980949,-6.3515814391,-77.0330154228,-12.511298767,-77.173767899,-12.6520512432,-77.3343290299,-12.8126123741,0
3.4,39,440.4110963441,143.1049422925,-67.8994764815,-7.6977447002,-68.9476141595,-8.7458823781,-71.3265347787,-11.1248029974,-74.8203687551,-14.6186369738,0
3.4,40,364.6928459883,675.5956299963,-66.8016197556,-6.485575302,-72.9867342533,-12.6706897997,-73.3015627426,-12.9855182891,-73.4983135661,-13.1822691126,0
3.4,41,985.389061908,759.7944043514,-67.6558280599,-6.3597745758,-69.7549625529,-8.4589090687,-75.348933005,-14.0528795208,-75.8112179517,-14.5151644676,0
3.4,42,1109.3424719367,642.6006419991,-72.6811563109,-9.0047370586,-73.6298714887,-9.9534522364,-74.8936277215,-11.2172084692,-74.9898303665,-11.3134111142,0
3.4,43,293.0914108271,96.4459143152,-64.9421584528,-6.0908633688,-69.7525859137,-10.9012908297,-70.0337660119,-11.1824709279,-76.6659052698,-17.8146101858,0
3.4,44,-73.5984591815,152.1523323555,-67.4619938778,-5.65145833,-71.6880956056,-9.8775600578,-75.6503898175,-13.8398542697,-76.6803428384,-14.8698072907,0
3.4,45,900.8198031708,438.753206908,-66.6695514498,-7.5264787997,-67.8491504266,-8.7060777765,-69.718367189,-10.5752945389,-76.7398150577,-17.5967424076,0
3.4,46,85.8976596862,862.5552987855,-70.8431796607,-8.4323354569,-71.7183092808,-9.307465077,-73.8091500969,-11.3983058931,-74.6151304946,-12.2042862908,0
3.4,47,993.9128288931,924.0920783365,-66.0210502516,-4.6542830977,-73.5678773423,-12.2011101884,-75.1941336652,-13.8273665113,-79.5056856986,-18.1389185447,0
3.4,48,699.617204755,406.1681769074,-64.161292451,-5.2692042047,-71.4101460809,-12.5180578346,-72.4356663905,-13.5435781442,-74.7092083225,-15.8171200762,0
3.4,49,-111.8879663066,1063.4784214064,-72.6112590787,-7.2415250553,-74.832432002,-9.4626979787,-77.1642353182,-11.7945012949,-79.0687027092,-13.6989686859,0
3.4,50,524.308920328,522.997939399,-63.218505146,-5.6274282716,-70.0271413158,-12.4360644414,-70.2105687735,-12.6194918991,-72.5547897328,-14.9637128584,0
3.4,51,367.3252705763,487.7893382405,-64.0358211457,-5.5255638503,-69.453389555,-10.9431322596,-72.8530160069,-14.3427587115,-73.7257420283,-15.2154847329,0
3.4,52,500.1426332394,764.2098055244,-67.4152994343,-7.190481537,-70.145868172,-9.9210502747,-70.4320731172,-10.2072552198,-75.0637003954,-14.838882498,0
3.4,53,707.0730161558,70.8279109765,-56.1872456643,-3.4671939725,-71.2041074988,-18.484055807,-71.3737145386,-18.6536628468,-76.2168203459,-23.4967686541,0
3.4,54,87.5263412204,-126.9199024527,-65.105205863,-4.3798392425,-74.6276992119,-13.9023325914,-76.55407026,-15.8287036394,-78.8281689726,-18.1028023521,0
3.4,55,201.8230342502,525.4277871177,-66.2022558265,-6.4409045392,-69.8139869319,-10.0526356445,-72.0667449701,-12.3053936827,-73.7077355653,-13.946384278,0
3.4,56,340.7107804167,404.4871936462,-68.3404370192,-8.4246072716,-68.5404463987,-8.6246166511,-73.5087676101,-13.5929378625,-73.5176708338,-13.6018410862,0
3.4,57,800.0209048414,406.7414143211,-67.4487278111,-6.9971885903,-70.8890528151,-10.4375135943,-73.5161867709,-13.0646475501,-74.2526722325,-13.8011330117,0
3.4,58,311.158221436,267.6101105016,-66.6948022376,-6.7166792139,-70.7853505914,-10.8072275677,-70.9522754964,-10.9741524727,-74.011612762,-14.0334897383,0
3.4,59,1001.4920340297,391.7298140379,-54.6136381699,-3.3341771968,-71.834532094,-20.5550711208,-72.1913472844,-20.9118863113,-72.4688778761,-21.189416903,0
3.4,60,1158.0615046312,893.1277697193,-70.1302348215,-5.5233692042,-76.9664870254,-12.3596214081,-77.543636417,-12.9367707997,-78.8496352299,-14.2427696126,0
3.4,61,543.0162327512,138.3723413626,-67.628622919,-7.5204862408,-69.4262491759,-9.3181124977,-70.7107743306,-10.6026376524,-74.3660082818,-14.2578716036,0
3.4,62,406.8728174937,527.963734182,-60.5840892872,-4.2293497729,-70.6916122725,-14.3368727581,-71.8943979841,-15.5396584697,-73.7113849095,-17.3566453951,0
3.4,63,113.0725711141,299.5924210141,-68.3212086332,-8.0053491168,-68.3299105318,-8.0140510155,-73.6362495789,-13.3203900625,-74.2237401217,-13.9078806053,0
3.4,64,729.3717965086,765.5796652692,-59.1239241825,-3.8352320578,-70.6674518133,-15.3787596885,-71.8393908641,-16.5506987394,-77.2466883843,-21.9579962595,0
3.4,65,725.7662483909,436.6958064435,-65.0566189887,-5.5950613719,-72.2836168404,-12.8220592235,-72.4077633765,-12.9462057596,-75.0219193845,-15.5603617677,0
3.4,66,-148.3382704953,-207.8018561289,-73.256704061,-7.5638893556,-74.8344111326,-9.1415964272,-77.4663972064,-11.7735825011,-79.148316591,-13.4555018856,0
3.4,67,873.0372988655,776.303243745,-64.7646785018,-5.4057298059,-69.2620156326,-9.9030669367,-73.8278109723,-14.4688622764,-76.3169145897,-16.9579658938,0
3.4,68,836.7792814346,888.4863129164,-58.114737891,-3.527644929,-71.7978056952,-17.2107127332,-73.1557860586,-18.5686930966,-77.4046195587,-22.8175265967,0
3.4,69,-101.5693293107,115.0467920024,-68.5465699772,-5.7805967932,-73.232351372,-10.4663781881,-76.1398294283,-13.3738562443,-76.8745402599,-14.1085670759,0
3.4,70,204.312065843,285.5312335665,-68.2222934327,-7.9823369142,-68.8717316791,-8.6317751605,-70.7745167222,-10.5345602036,-74.6603024055,-14.420345887,0
3.4,71,330.2911824066,37.3626391588,-58.3991180418,-3.6323140696,-70.6183293872,-15.851525415,-77.1537373637,-22.3869333914,-77.2429868956,-22.4761829234,0
3.4,72,315.8139199412,-50.7180074942,-60.0655102157,-3.8195324417,-72.2261068938,-15.9801291198,-74.5854198214,-18.3394420474,-77.0133086909,-20.7673309168,0
3.4,73,226.0162717328,655.588633349,-65.5725212392,-5.8628193066,-69.9397964895,-10.2300945569,-72.7106467074,-13.0009447748,-75.9366926753,-16.2269907427,0
3.4,74,579.2369286473,743.0826566634,-65.4686348086,-5.9888337947,-69.8311795709,-10.351378557,-72.8900601924,-13.4102591785,-73.3844717914,-13.9046707775,0
3.4,75,991.931191346,24.3285894802,-65.5795214022,-4.8512507982,-71.8942698883,-11.1659992843,-75.1513047919,-14.4230341879,-77.6327835686,-16.9045129646,0
3.4,76,765.953007451,331.9260041282,-67.7525187304,-7.574459694,-69.4808383398,-9.3027793034,-70.7700416628,-10.5919826264,-74.6610665351,-14.4830074987,0
3.4,77,360.5785746685,294.766379748,-64.0144975717,-5.2956377112,-70.5656697845,-11.846809924,-72.7294610525,-14.010601192,-74.2414180337,-15.5225581732,0
3.4,78,302.7866027568,259.3984553775,-66.9265730031,-6.8689974316,-70.5714179648,-10.5138423933,-70.9579117579,-10.9003361865,-74.1539454059,-14.0963698345,0
3.4,79,-87.3112363378,392.9500961154,-61.4250631703,-4.1010139266,-72.3882554932,-15.0642062494,-73.0859502562,-15.7619010124,-74.2742756281,-16.9502263844,0
3.4,80,562.9831934686,932.3486172634,-68.0599189845,-7.4289239333,-68.1110762662,-7.480081215,-74.5582399546,-13.9272449034,-75.0827146003,-14.4517195491,0
3.4,81,427.5127128278,638.7887636208,-64.8514499532,-5.5717412794,-71.3330930649,-12.0533843911,-72.8422799599,-13.5625712861,-73.7546425341,-14.4749338603,0
3.4,82,1108.8078862725,541.2637512752,-66.0606639692,-5.1115814665,-73.8074379144,-12.8583554117,-75.9503058112,-15.0012233085,-76.0132748243,-15.0641923216,0
3.4,83,77.1276500935,764.8219009616,-65.7141491009,-5.1303867801,-73.1452686209,-12.5615063,-73.4357489604,-12.8519866395,-76.3638220938,-15.7800597729,0
3.4,84,681.469729,156.4150348449,-62.3408925374,-4.5701666011,-71.1791030175,-13.4083770812,-71.8694209779,-14.0986950416,-76.3151475537,-18.5444216174,0
3.4,85,246.9063446289,176.4073303961,-64.9328481307,-5.576502716,-69.3392297562,-9.9828843414,-74.0820359476,-14.7256905328,-76.2871971992,-16.9308517845,0
3.4,86,973.0835349194,395.762067346,-53.0256680909,-3.233000856,-71.3199068152,-21.5272395803,-73.06834398,-23.2756767451,-73.0768908024,-23.2842235675,0
3.4,87,837.0559116209,1022.9102895233,-71.5047603638,-8.5810255466,-71.8082368468,-8.8845020296,-73.9394284349,-11.0156936177,-73.9563658559,-11.0326310387,0
3.4,88,440.8174020857,705.7043967331,-67.370565189,-7.1998842518,-69.7648861997,-9.5942052625,-71.3573780836,-11.1866971464,-74.4577528418,-14.2870719046,0
3.4,89,120.5262478049,211.5069975778,-65.7417512387,-5.4758561193,-72.8995532453,-12.6336581259,-73.8976969578,-13.6318018384,-75.096419418,-14.8305242986,0
3.4,90,1113.5214703328,574.2683478972,-69.899685828,-7.2441453864,-74.1324597143,-11.4769192727,-74.1647573248,-11.5092168833,-74.6990501106,-12.043509669,0
3.4,91,-35.7981193423,377.5554574218,-54.328906712,-3.2927970182,-71.4255010723,-20.3893913784,-72.7303907183,-21.6942810245,-74.3560132547,-23.3199035609,0
3.4,92,365.0694294798,291.4816644425,-63.9202335003,-5.2288233302,-70.8202205713,-12.1288104012,-72.6024617342,-13.9110515641,-74.4680745747,-15.7766644046,0
3.4,93,725.4616408376,153.4538432641,-62.7676837771,-4.7442720191,-70.2282144079,-12.2048026499,-72.4758178742,-14.4524061163,-75.2796126217,-17.2562008638,0
3.4,94,744.7337458463,1007.4906150244,-62.431707797,-4.0477817261,-72.5191411983,-14.1352151274,-73.746821907,-15.3628958361,-79.9168712435,-21.5329451726,0
3.4,95,82.8446965791,313.7667855902,-68.7781507584,-8.479784668,-69.1933129227,-8.8949468323,-70.8486176178,-10.5502515275,-73.4327986253,-13.1344325349,0
3.4,96,714.469661872,92.7840122231,-57.9088631656,-3.6535037711,-70.9224415262,-16.6670821317,-71.6067749814,-17.3514155869,-77.3683777961,-23.1130184017,0
3.4,97,284.3288562216,465.1708804428,-67.1561677299,-7.0263111837,-70.7288328443,-10.5989762981,-72.8980275258,-12.7681709796,-74.1436449848,-14.0137884386,0
3.4,98,737.0142022628,-74.1189912747,-56.1671597598,-3.3946614465,-71.7288154006,-18.9563170874,-72.8418506099,-20.0693522966,-75.3945622669,-22.6220639537,0
3.4,99,831.5324673453,403.4828818529,-68.3844330769,-8.0522277367,-68.4870737216,-8.1548683813,-74.2153033501,-13.8830980099,-74.4378138453,-14.1056085051,0
3.4,100,671.4888143972,906.0618954569,-60.1219082988,-4.0494366511,-70.3335557495,-14.2610841018,-72.9591258626,-16.8866542149,-74.3100858345,-18.2376141868,0
3.4,101,203.6349153307,514.0495303529,-65.9914305466,-6.2971805796,-70.0004606047,-10.3062106377,-72.1829067776,-12.4886568106,-73.622652651,-13.928402684,0
3.4,102,651.1394737907,679.5431437259,-64.4920205649,-5.3543018358,-71.9719929728,-12.8342742437,-72.2420707574,-13.1043520283,-75.3231237163,-16.1854049872,0
3.4,103,461.6779210081,502.9875951076,-56.6115915829,-3.5802932035,-71.2450714006,-18.2137730212,-71.3144234827,-18.2831251033,-73.0672669423,-20.035968563,0
3.4,104,344.9742649635,199.1155513596,-66.79048511,-6.4881246268,-72.5345818983,-12.2322214151,-73.140841687,-12.8384812038,-73.5969240437,-13.2945635605,0
3.4,105,656.1552471638,527.5972183339,-65.4463325623,-6.16449251,-69.2553212734,-9.9734812211,-73.3173687958,-14.0355287434,-73.5765589813,-14.2947189289,0
3.6,1,1178.7828891346,102.1452305151,-71.1247479415,-6.5317878706,-76.8886530938,-12.2956930229,-77.2560744546,-12.6631143836,-77.579971793,-12.987011722,0
3.6,2,-34.2871501773,76.2749910735,-70.3576294073,-7.3090933158,-71.8718979979,-8.8233619064,-75.5186222355,-12.4700861439,-76.4579629411,-13.4094268496,0
3.6,3,551.8801457959,95.9847109263,-67.4844544421,-7.4101367979,-68.6430413223,-8.5687236781,-71.9678697598,-11.8935521156,-74.0516158368,-13.9772981925,0
3.6,4,1018.0792167411,650.1254922018,-67.8187432039,-6.1020938761,-72.0431572619,-10.3265079341,-74.1047657603,-12.3881164324,-76.3810312369,-14.664381909,0
3.6,5,566.7292526841,496.6887447388,-61.6570648515,-4.8660953521,-70.1877956616,-13.3968261621,-71.3918116136,-14.6008421142,-72.4029534597,-15.6119839603,0
3.6,6,712.9252790057,475.5755504329,-64.6459565362,-5.4998442351,-71.148136167,-12.0020238658,-72.8069670515,-13.6608547503,-73.8568047061,-14.710692405,0
3.6,7,387.8382767276,46.3147895156,-62.3068329242,-4.4199935011,-70.2138727276,-12.3270333045,-75.6189570914,-17.7321176683,-76.8200012255,-18.9331618024,0
3.6,8,-16.1353127289,547.1549947319,-60.1890695833,-3.8762735842,-70.4605957638,-14.1477997647,-73.4913915174,-17.1785955182,-77.8729127183,-21.5601167192,0
3.6,9,31.9009071427,932.8711828659,-69.5612079767,-6.3640306209,-74.503620036,-11.3064426802,-74.9180795525,-11.7209021967,-78.0763866898,-14.879209334,0
3.6,10,593.6864149639,120.1089672879,-65.1728536215,-5.8191832547,-69.8897985544,-10.5361281875,-73.1665929453,-13.8129225785,-73.2685236485,-13.9148532817,0
3.6,11,34.4489671708,520.1291459083,-64.1547245105,-6.0398204555,-68.1959430212,-10.0810389662,-70.0493732218,-11.9344691669,-72.8169447361,-14.7020406811,0
3.6,12,336.4237470385,819.6491767319,-59.3196130392,-3.7760011264,-70.4445765503,-14.9009646375,-77.0741899307,-21.5305780179,-77.378925059,-21.8353131463,0
3.6,13,1114.3902618518,983.5430571918,-70.0721234805,-5.4231260356,-76.6602610797,-12.0112636348,-76.9035558357,-12.2545583908,-80.3100467302,-15.6610492853,0
3.6,14,324.2711885179,247.6520485517,-66.5133315661,-6.5290518275,-71.1642204691,-11.1799407306,-71.2800253856,-11.295745647,-73.881441623,-13.8971618844,0
3.6,15,1055.1490899011,692.2705722393,-70.4687943087,-7.7409969828,-70.9998395748,-8.2720422489,-74.9482094208,-12.2204120949,-76.4562160225,-13.7284186966,0
3.6,16,760.8759127213,524.7995701511,-67.4675762799,-7.3249009562,-69.8784893297,-9.7358140061,-70.756727289,-10.6140519653,-74.4811767312,-14.3385014076,0
3.6,17,509.5019090327,432.1244180812,-47.9273963084,-3.1654013086,-67.9204766223,-23.1584816225,-67.9309246324,-23.1689296325,-71.588723361,-26.8267283612,0
3.6,18,337.6754365011,89.5261573778,-65.6051487149,-6.1437831582,-69.292262834,-9.8308972773,-73.301596382,-13.8402308252,-75.7173869728,-16.256021416,0
3.6,19,134.2239804871,331.8131049288,-66.0142788559,-6.354144416,-68.873062111,-9.2129276711,-73.3604340049,-13.700299565,-74.0145851185,-14.3544506787,0
3.6,20,800.8875148707,122.4360766753,-67.8249502667,-7.8197903179,-69.0254546068,-9.0202946579,-71.2173241647,-11.2121642158,-73.2422804768,-13.237120528,0
3.6,21,226.0019740403,-2.3883943512,-53.9593719623,-3.8938471077,-63.9090316276,-13.8435067731,-69.2029522755,-19.137427421,-72.0359703379,-21.9704454834,0
3.6,22,947.4566897141,787.1724872832,-65.5288935079,-5.281082706,-70.1133528482,-9.8655420463,-74.8142055182,-14.5663947164,-76.5551789334,-16.3073681315,0
3.6,23,64.0755280098,439.2166608114,-54.125260014,-3.3246140465,-71.2714487579,-20.4708027905,-71.4235365721,-20.6228906046,-74.1642949002,-23.3636489328,0
